season,beta,kappa,seed,start_month,moore,suit_thresh,latency_period,a_s,a_l,a_ld,cluster
2,2,1000,0,4,3,0,2,400,0,0,120
2,2,1000,0,5,2,0,3,150,50,200,161
2,1,1000,0,5,3,0,3,50,50,125,246
1,2,1000,0,5,3,0,2,300,50,0,84
2,1,1000,0,5,2,0,3,75,25,75,203
2,2,1000,0,5,2,0,3,125,0,125,188
2,2,1000,1,5,1,0,3,300,0,200,279
2,1,500,0,4,3,0,3,50,25,75,362
1,2,500,0,4,3,0,2,200,400,0,103
2,1,1000,1,5,1,0,3,75,0,50,277
2,2,500,0,5,2,0,3,100,0,200,188
2,2,1000,1,4,2,0,1,600,0,0,421
2,2,1000,1,3,2,0,2,200,600,0,62
2,2,500,0,5,1,0,1,200,100,0,445
2,2,500,0,4,3,0,3,50,50,150,343
2,1,1000,0,5,2,0,3,50,0,100,191
2,1,1000,1,5,1,0,3,300,0,50,278
2,1,500,0,5,2,0,3,400,50,100,176
2,0,1000,0,3,3,0,2,400,200,0,83
1,2,500,1,5,3,0,2,400,0,0,137
2,1,500,0,3,3,0,2,400,200,0,83
1,1,500,1,5,2,0,2,100,50,0,46
1,2,500,0,5,1,0,2,125,0,25,393
2,2,500,1,4,1,0,3,50,0,50,403
2,1,500,0,4,2,0,3,300,50,50,308
2,0,500,0,5,1,0,3,75,25,150,263
2,1,1000,0,5,3,0,3,125,50,50,240
2,0,500,0,5,3,0,2,600,200,0,98
2,0,1000,0,4,2,0,1,100,0,0,3
1,2,1000,0,5,3,0,2,600,400,0,101
2,2,500,0,4,2,0,3,400,50,200,295
2,2,500,0,5,2,0,3,100,25,125,167
1,1,1000,0,5,3,0,2,200,200,0,104
2,2,500,0,4,3,0,3,100,25,50,340
1,0,1000,0,4,2,0,1,100,0,0,3
1,1,500,0,5,3,0,2,200,200,0,104
1,1,500,0,3,3,0,2,600,0,0,119
2,1,500,0,4,2,0,3,300,0,150,319
2,2,1000,0,5,3,0,3,125,75,150,204
2,2,500,0,5,1,0,2,125,0,25,395
2,1,1000,0,5,3,0,3,125,0,150,256
2,1,500,1,5,2,0,2,100,50,0,46
2,0,500,0,4,3,0,2,300,0,0,116
2,2,500,0,3,2,0,1,150,0,0,17
1,2,1000,0,4,1,0,3,125,0,100,411
2,1,1000,0,5,2,0,3,125,50,150,175
1,0,500,1,4,2,0,2,20,25,0,67
2,2,1000,0,5,3,0,3,100,25,100,205
2,1,1000,0,4,3,0,3,200,0,50,366
2,1,1000,0,4,3,0,3,150,75,75,360
2,2,1000,1,4,2,0,2,100,50,0,24
2,0,1000,0,5,1,0,3,50,25,50,266
2,1,1000,0,3,3,0,2,200,50,0,75
1,0,1000,1,5,2,0,2,300,100,0,58
1,2,1000,1,4,2,0,1,600,0,0,421
2,0,1000,0,4,1,0,3,200,0,100,379
2,1,1000,0,5,3,0,3,100,0,100,258
1,2,500,1,3,3,0,2,100,0,0,156
2,0,500,0,4,1,0,3,300,0,200,379
2,0,1000,1,3,2,0,2,400,100,0,26
2,1,1000,0,4,3,0,3,125,25,125,372
2,1,1000,0,5,3,0,3,200,200,200,251
2,2,1000,0,5,2,0,3,50,100,125,202
1,2,500,1,4,2,0,2,150,100,0,43
1,2,1000,0,5,1,0,1,300,50,0,441
2,1,500,0,5,3,0,3,400,200,400,252
2,0,500,0,3,1,0,3,50,0,75,384
2,2,1000,0,4,3,0,2,150,50,0,78
1,2,1000,0,4,1,0,3,100,0,150,411
2,2,1000,1,4,2,0,2,50,100,0,36
1,0,1000,1,5,2,0,2,600,200,0,54
2,1,1000,0,4,2,0,3,200,0,150,315
2,1,1000,0,5,3,0,3,75,50,150,246
1,1,1000,0,4,2,0,1,600,0,0,8
2,2,1000,0,4,2,0,3,400,0,200,329
2,2,1000,0,5,2,0,3,100,50,75,195
1,1,1000,1,5,2,0,2,200,100,0,57
2,2,1000,1,3,2,0,2,400,400,0,64
2,0,500,0,5,1,0,3,100,75,100,261
2,1,1000,1,5,1,0,3,50,0,200,274
1,2,500,0,4,3,0,2,400,600,0,97
2,1,500,0,5,3,0,2,150,50,0,108
2,1,500,1,3,2,0,2,400,100,0,26
2,1,500,0,5,2,0,3,200,400,600,172
2,2,500,1,5,1,0,3,400,0,50,278
2,1,500,1,5,2,0,2,50,100,0,38
2,0,500,0,5,1,0,3,125,25,150,262
2,1,500,0,4,2,0,3,100,100,100,306
2,1,500,1,5,1,0,3,600,0,400,281
2,1,500,0,4,3,0,3,50,100,200,373
2,0,1000,1,4,2,0,2,20,20,0,68
2,1,500,0,3,3,0,2,100,100,0,80
2,2,1000,0,4,3,0,3,200,600,400,332
2,1,500,0,4,3,0,3,75,25,25,354
2,1,1000,0,4,2,0,3,200,50,50,308
2,0,500,0,5,3,0,2,300,100,0,89
2,1,500,0,4,3,0,3,50,25,100,362
2,1,1000,0,4,2,0,1,600,0,0,8
2,2,500,0,4,1,0,2,25,0,25,282
1,1,500,1,5,2,0,2,50,100,0,38
1,2,500,0,5,1,0,2,75,0,50,392
1,1,500,1,5,2,0,2,200,100,0,57
2,1,500,0,5,3,0,3,400,100,150,253
2,1,1000,0,4,3,0,3,200,400,400,367
2,1,1000,0,5,2,0,3,75,0,150,189
2,2,500,0,5,3,0,3,600,600,600,210
2,0,1000,0,3,1,0,3,150,0,75,381
2,1,500,0,4,3,0,3,400,400,200,375
2,1,500,0,4,3,0,3,75,75,150,359
1,1,500,0,5,3,0,2,150,50,0,108
2,1,1000,0,4,2,0,3,400,200,600,310
2,2,1000,0,4,3,0,3,75,100,150,342
2,1,500,0,5,2,0,3,50,0,50,287
2,0,1000,0,5,2,0,3,25,0,100,264
2,2,1000,0,5,3,0,3,75,25,25,229
1,1,500,0,5,3,0,2,300,0,0,126
2,2,500,0,5,3,0,3,50,100,100,231
2,2,500,0,4,3,0,3,100,50,150,330
2,1,500,1,5,1,0,3,400,0,150,279
2,1,1000,0,5,3,0,3,200,50,150,253
2,2,1000,0,5,2,0,3,75,50,125,195
2,0,1000,0,3,3,0,2,100,100,0,80
2,2,500,1,4,2,0,1,200,0,0,425
2,2,1000,0,3,3,0,2,50,100,0,111
2,2,1000,1,3,2,0,2,150,50,0,29
1,0,1000,1,5,2,0,2,50,50,0,39
2,2,1000,0,4,3,0,3,150,25,100,333
1,0,1000,0,5,3,0,2,100,50,0,109
2,1,1000,0,4,2,0,3,150,100,125,304
2,1,500,0,5,2,0,3,200,50,150,176
2,1,500,0,5,3,0,3,300,0,150,257
1,0,500,0,5,3,0,2,200,400,0,105
2,2,1000,1,5,2,0,2,300,100,0,58
2,2,500,0,4,3,0,3,200,100,150,332
2,2,500,0,4,2,0,3,200,0,50,322
2,1,1000,0,4,2,0,3,125,0,150,318
2,2,500,1,4,1,0,3,125,0,25,402
1,1,1000,1,4,2,0,2,20,25,0,67
2,0,500,0,5,1,0,3,100,75,75,261
2,2,500,0,5,3,0,3,200,400,200,213
1,0,1000,0,5,2,0,1,200,0,0,19
2,2,500,0,5,2,0,3,100,100,125,167
2,2,500,0,4,2,0,3,400,100,50,288
2,2,1000,0,4,3,0,3,125,50,25,356
2,2,500,0,3,2,0,3,100,50,50,386
2,2,500,0,4,3,0,2,600,200,0,93
2,1,1000,0,5,2,0,3,150,75,75,174
2,0,1000,0,4,1,0,3,125,0,100,379
2,0,1000,0,5,3,0,2,600,400,0,101
1,2,500,0,5,3,0,2,150,0,0,135
2,2,500,0,5,2,0,3,75,0,50,190
2,0,1000,0,5,2,0,1,200,0,0,19
2,2,500,0,4,3,0,3,100,0,200,349
2,2,500,0,4,3,0,3,200,200,400,332
2,2,1000,0,5,3,0,3,150,0,25,230
2,1,500,0,5,2,0,1,600,0,0,12
2,1,1000,1,5,2,0,2,400,600,0,52
2,2,1000,0,4,3,0,3,125,0,125,350
2,2,1000,0,5,3,0,3,600,200,600,210
1,2,1000,0,4,1,0,3,200,0,600,412
2,1,1000,0,5,3,0,2,150,100,0,106
2,2,500,0,5,3,0,3,50,0,100,220
2,0,1000,1,5,2,0,2,50,50,0,39
2,1,500,0,4,2,0,3,125,25,125,306
2,2,500,0,4,2,0,3,150,25,125,298
2,1,500,0,4,3,0,3,150,0,25,358
2,1,500,0,5,2,0,3,600,600,200,173
2,2,1000,0,5,2,0,3,400,100,200,164
2,0,500,0,3,3,0,2,400,400,0,93
2,2,500,0,4,2,0,3,400,400,600,295
1,2,1000,0,3,3,0,2,400,200,0,83
1,0,1000,1,3,2,0,2,200,600,0,62
1,1,500,0,5,1,0,2,50,0,50,392
2,1,500,0,5,3,0,3,300,50,50,241
2,1,500,0,5,3,0,2,600,400,0,101
2,2,1000,1,5,1,0,3,150,0,100,280
2,1,1000,1,4,2,0,2,20,25,0,67
2,1,1000,0,4,2,0,3,125,50,50,307
2,0,1000,0,5,1,0,3,50,0,200,270
2,1,1000,0,5,2,0,3,125,100,100,174
2,1,500,0,5,2,0,3,75,75,150,192
1,2,500,0,4,1,0,3,150,0,75,407
2,1,500,1,4,1,0,3,75,0,50,403
2,1,1000,0,5,3,0,3,200,50,50,241
1,2,1000,0,3,3,0,2,100,100,0,80
2,2,1000,0,4,3,0,3,200,100,100,332
1,0,500,1,5,2,0,2,150,100,0,56
2,0,1000,0,5,1,0,3,50,0,50,267
2,1,500,0,5,2,0,3,50,25,100,203
2,2,500,1,5,2,0,1,100,0,0,424
2,2,1000,0,4,1,0,2,25,0,20,282
2,2,500,0,4,3,0,3,100,100,200,330
1,1,500,0,3,3,0,2,600,600,0,94
1,0,500,0,5,3,0,2,400,600,0,100
2,2,500,0,5,3,0,3,75,0,150,218
2,2,1000,0,4,3,0,3,300,50,100,336
2,2,1000,0,4,3,0,3,75,50,125,342
2,0,1000,0,4,1,0,3,100,0,75,378
2,2,500,0,5,3,0,3,150,50,150,204
2,1,1000,0,5,3,0,3,150,100,200,251
2,1,500,0,5,3,0,3,125,50,150,243
1,0,1000,1,3,2,0,2,400,400,0,64
2,2,500,0,5,3,0,3,75,50,50,231
2,1,500,0,5,3,0,3,100,0,50,217
2,0,500,0,3,3,0,2,200,600,0,96
2,2,1000,0,4,3,0,3,50,100,75,343
2,0,1000,0,5,1,0,3,300,0,50,271
1,2,500,0,5,1,0,3,125,25,150,401
1,1,500,0,5,1,0,3,150,25,150,400
2,2,500,0,4,3,0,2,300,100,0,82
2,1,1000,0,4,2,0,3,100,0,100,318
2,0,500,0,3,1,0,3,125,0,75,382
1,1,1000,0,3,3,0,2,600,600,0,94
2,1,1000,1,5,2,0,2,200,400,0,59
1,2,1000,1,3,2,0,2,400,100,0,26
2,1,1000,1,4,2,0,2,200,50,0,33
2,2,1000,0,4,3,0,3,100,0,50,352
1,0,500,0,4,2,0,1,600,0,0,8
1,2,1000,0,4,1,0,3,200,0,100,411
2,1,500,0,3,2,0,1,300,0,0,5
2,2,1000,1,5,2,0,2,600,200,0,54
1,0,1000,1,5,2,0,2,150,50,0,45
2,0,1000,0,5,2,0,1,50,0,0,21
2,2,1000,0,3,3,0,2,100,50,0,77
2,0,500,0,4,1,0,3,150,0,100,378
2,2,1000,0,5,3,0,3,400,0,200,223
2,1,1000,0,4,2,0,3,75,50,150,304
1,0,1000,0,5,3,0,2,50,100,0,115
2,1,1000,0,5,3,0,3,400,50,100,253
2,0,1000,0,4,1,0,3,100,0,150,379
2,1,1000,0,5,3,0,3,200,0,150,256
2,2,1000,0,4,3,0,3,100,50,75,331
2,1,1000,0,5,3,0,3,75,75,25,229
2,1,500,1,3,3,0,2,100,0,0,156
1,1,1000,1,4,2,0,2,200,200,0,66
1,0,500,1,4,3,0,2,400,0,0,143
2,0,500,1,4,2,0,2,600,200,0,65
1,0,1000,0,5,1,0,3,100,0,25,273
1,2,1000,1,4,2,0,2,600,400,0,47
2,2,500,0,5,2,0,3,75,50,125,195
2,1,500,0,5,3,0,3,100,100,150,243
2,2,1000,0,5,3,0,2,50,50,0,115
2,0,1000,0,4,3,0,2,50,0,0,133
2,2,1000,0,3,3,0,2,200,0,0,128
2,1,500,0,4,2,0,3,125,75,100,306
2,1,500,0,5,3,0,3,150,50,25,228
2,2,500,0,4,2,0,3,150,75,100,293
2,1,1000,0,4,2,0,3,125,25,75,306
2,1,1000,0,4,1,0,2,20,0,10,283
2,1,1000,0,5,3,0,3,300,50,150,253
1,1,1000,0,4,3,0,2,150,0,0,127
2,1,1000,0,4,3,0,3,300,100,200,368
1,2,500,1,5,2,0,2,200,400,0,59
2,1,500,0,4,2,0,3,100,25,150,306
2,2,500,0,4,3,0,2,300,50,0,73
2,1,500,0,5,3,0,3,150,0,125,258
2,1,500,0,5,2,0,3,25,0,125,287
2,1,500,0,5,1,0,1,400,600,0,434
2,1,1000,0,5,2,0,3,150,0,75,189
1,2,1000,0,3,3,0,2,200,0,0,128
2,1,1000,0,4,3,0,3,400,0,600,371
2,2,1000,0,4,3,0,3,150,75,125,333
1,2,1000,0,5,3,0,2,50,50,0,115
2,1,1000,1,5,1,0,3,75,0,125,274
2,2,1000,0,3,1,0,2,15,0,10,405
2,1,500,0,4,2,0,3,400,100,100,314
1,0,1000,0,4,3,0,2,300,100,0,82
1,2,500,0,4,3,0,2,300,50,0,71
2,2,500,0,4,2,0,3,400,0,200,329
2,2,500,0,3,2,0,3,75,100,25,385
2,1,1000,0,4,3,0,3,25,25,50,362
2,2,500,0,5,2,0,3,100,50,75,195
2,1,1000,0,4,3,0,2,150,0,0,127
2,1,500,0,5,2,0,3,400,0,400,178
2,1,1000,0,4,2,0,3,150,50,125,304
2,2,500,1,3,2,0,2,400,400,0,64
2,0,500,0,3,1,0,3,25,0,150,381
2,2,500,0,5,3,0,2,300,0,0,126
1,2,500,0,5,2,0,3,50,0,50,398
1,1,500,1,4,2,0,2,200,200,0,66
1,1,500,1,4,2,0,1,200,0,0,425
1,0,1000,0,5,1,0,1,100,50,0,440
2,2,1000,0,4,3,0,3,400,50,150,334
2,0,1000,0,5,1,0,1,400,600,0,434
1,2,500,1,5,2,0,2,400,600,0,52
2,1,500,0,5,2,0,3,75,100,100,193
2,2,500,0,5,3,0,3,75,25,75,231
2,2,1000,1,4,3,0,2,150,0,0,150
2,1,1000,0,5,3,0,3,150,25,150,242
2,0,1000,0,3,1,0,3,50,0,100,381
2,1,1000,0,4,3,0,2,400,50,0,73
1,0,500,0,5,1,0,1,600,400,0,431
2,2,500,0,5,3,0,3,150,100,75,207
2,1,500,0,5,3,0,3,125,100,75,240
1,1,1000,0,4,3,0,2,200,100,0,86
1,1,1000,1,3,3,0,2,200,0,0,154
2,0,1000,1,4,2,0,2,300,50,0,32
2,1,500,0,5,3,0,3,25,75,150,237
2,2,1000,0,4,2,0,3,100,50,200,297
1,2,500,0,4,1,0,3,200,0,400,412
2,1,500,0,5,3,0,3,200,100,200,253
1,0,1000,0,4,3,0,2,600,200,0,93
2,1,500,0,4,3,0,3,100,75,50,361
2,1,500,1,5,3,0,2,400,0,0,137
2,2,1000,0,4,3,0,3,100,25,50,340
2,0,1000,0,4,1,0,3,25,0,25,380
1,2,500,0,5,3,0,2,150,100,0,106
2,1,500,0,5,3,0,3,600,400,400,252
2,2,1000,0,4,2,0,3,600,600,600,294
2,1,1000,0,4,3,0,3,400,0,100,364
2,0,500,0,5,1,0,3,600,0,200,269
2,0,1000,0,5,1,0,1,200,400,0,436
2,2,500,0,3,3,0,2,600,0,0,119
2,1,1000,0,5,3,0,3,50,75,75,244
2,0,500,1,5,2,0,1,200,0,0,419
2,1,1000,0,4,2,0,3,600,400,600,310
2,1,1000,0,4,2,0,3,75,100,75,305
2,2,500,0,5,2,0,3,200,600,400,160
1,1,500,0,3,2,0,1,150,0,0,17
2,1,500,0,5,2,0,3,50,75,125,203
2,2,1000,0,5,2,0,3,100,0,200,188
2,2,500,1,3,2,0,2,200,600,0,62
1,2,1000,1,4,3,0,2,150,0,0,150
2,2,1000,0,4,3,0,3,50,50,150,343
2,2,1000,0,5,1,0,1,200,100,0,445
1,1,500,0,4,3,0,2,200,100,0,86
2,1,500,0,5,3,0,3,100,50,125,243
2,1,500,0,4,3,0,3,600,200,200,375
2,2,500,0,5,2,0,3,125,0,125,188
2,1,1000,0,4,3,0,3,125,0,50,366
1,2,500,0,4,1,0,3,150,0,200,415
2,1,1000,1,3,3,0,2,200,0,0,154
2,2,500,1,5,1,0,3,300,0,200,279
2,1,500,0,5,1,0,1,200,400,0,436
2,0,500,1,4,2,0,2,300,100,0,30
2,1,500,1,5,1,0,3,75,0,25,276
2,1,1000,1,4,2,0,2,400,200,0,65
2,2,1000,0,4,3,0,3,150,0,200,350
2,0,500,0,5,1,0,3,400,0,100,268
2,1,500,0,4,2,0,3,125,50,75,306
2,1,1000,0,4,3,0,3,600,0,200,370
2,2,500,0,3,1,0,2,20,0,10,405
1,2,500,1,5,2,0,1,400,0,0,418
1,0,500,0,4,3,0,2,100,100,0,88
2,2,500,0,4,2,0,3,600,0,600,328
2,1,1000,0,5,3,0,3,150,25,25,228
2,0,1000,0,4,1,0,3,50,0,25,380
2,0,1000,0,4,3,0,2,100,0,0,131
2,2,1000,1,4,3,0,2,600,0,0,138
2,2,1000,0,5,2,0,3,300,0,100,185
2,0,500,0,5,1,0,3,75,0,125,270
2,1,500,0,5,2,0,3,125,50,125,174
2,2,500,0,5,2,0,3,150,50,125,168
2,2,500,1,5,1,0,3,100,0,100,275
2,1,1000,0,5,2,0,3,150,75,100,175
2,2,1000,1,5,1,0,3,50,0,75,275
2,1,500,0,5,2,0,3,300,100,150,176
2,1,1000,0,3,3,0,2,150,50,0,76
2,1,500,0,5,2,0,3,150,75,50,193
2,2,500,0,5,3,0,3,125,100,100,205
2,1,500,0,5,2,0,3,100,100,75,193
1,2,1000,1,4,3,0,2,600,0,0,137
2,2,500,0,4,2,0,3,75,25,125,302
2,2,1000,0,5,3,0,3,150,50,100,204
2,1,1000,0,4,2,0,3,100,100,200,312
2,1,1000,0,4,3,0,3,150,0,50,366
2,2,500,0,4,3,0,3,300,50,150,336
2,2,1000,0,5,2,0,3,150,25,50,196
2,2,1000,0,4,3,0,3,200,0,400,351
2,0,500,0,4,2,0,1,300,0,0,10
1,0,500,1,4,2,0,2,400,100,0,30
2,1,500,0,5,2,0,2,15,0,10,391
2,2,500,0,3,3,0,2,150,0,0,132
2,2,500,0,5,3,0,2,600,600,0,101
1,0,1000,0,4,3,0,2,100,0,0,131
1,0,1000,0,5,1,0,1,200,600,0,435
2,2,500,0,5,2,0,3,150,100,200,161
1,1,500,0,3,2,0,1,600,0,0,7
2,2,1000,0,5,3,0,3,25,0,100,235
2,0,500,0,5,1,0,3,400,0,600,272
2,1,500,0,5,3,0,2,200,50,0,107
2,1,1000,0,4,2,0,3,200,200,400,311
2,1,500,0,4,2,0,3,400,200,200,313
1,1,1000,0,4,3,0,2,600,0,0,121
2,1,1000,0,4,3,0,2,400,100,0,82
1,1,1000,0,5,2,0,3,50,0,25,399
2,2,1000,0,4,3,0,3,400,600,600,334
2,0,500,0,3,3,0,2,300,50,0,74
2,2,1000,0,5,3,0,3,50,25,150,234
2,2,1000,0,4,3,0,2,200,50,0,71
2,1,500,0,4,2,0,3,100,0,125,317
2,2,1000,1,4,2,0,2,600,600,0,49
2,1,1000,0,4,3,0,3,400,400,600,367
1,2,500,0,3,3,0,2,600,400,0,93
2,2,1000,0,5,3,0,3,75,75,100,233
2,1,1000,1,3,2,0,2,100,50,0,23
2,2,500,0,4,3,0,3,150,50,75,333
2,1,500,0,4,2,0,3,100,50,25,290
2,2,1000,0,5,3,0,3,125,100,150,204
1,1,500,0,4,1,0,3,400,0,50,408
1,0,500,0,3,3,0,2,300,50,0,74
2,2,1000,0,5,2,0,3,200,600,200,161
2,2,500,0,4,3,0,3,150,100,125,333
2,2,1000,0,4,2,0,3,200,50,200,292
1,0,1000,0,5,1,0,1,400,400,0,432
2,2,500,1,4,3,0,2,200,0,0,153
2,1,1000,0,4,2,0,3,200,100,150,312
2,1,1000,0,5,2,0,3,200,400,200,177
1,1,500,0,5,2,0,1,300,0,0,13
2,1,500,0,5,2,0,3,400,400,400,171
2,2,500,0,4,3,0,3,150,25,150,333
2,1,1000,0,5,3,0,3,100,0,25,230
2,1,1000,1,4,2,0,2,100,100,0,42
2,2,1000,0,5,2,0,3,25,25,125,287
2,1,1000,0,5,2,0,3,50,25,125,203
2,1,500,0,5,3,0,3,200,200,600,251
2,1,500,0,4,3,0,3,125,25,150,360
1,1,500,0,5,3,0,2,200,50,0,107
2,1,1000,0,5,3,0,3,100,100,125,242
2,0,1000,0,5,1,0,3,125,25,150,262
2,1,1000,0,5,2,0,3,125,0,75,189
1,2,1000,0,5,1,0,1,400,100,0,444
2,2,500,0,5,3,0,3,125,75,50,206
2,2,500,1,5,1,0,3,125,0,150,274
2,1,1000,0,5,2,0,3,50,0,25,287
2,1,500,0,4,3,0,3,100,75,100,360
1,0,500,0,4,3,0,2,400,200,0,93
2,1,1000,0,4,3,0,2,600,0,0,121
2,1,1000,0,4,3,0,3,150,100,75,360
1,1,1000,0,5,2,0,2,25,0,10,390
2,1,1000,1,4,2,0,1,400,0,0,420
2,1,1000,0,5,2,0,3,150,25,125,175
2,2,1000,0,5,3,0,3,200,400,400,213
2,2,500,1,5,1,0,3,100,0,50,277
1,1,500,0,4,1,0,3,400,0,400,413
2,2,1000,0,4,3,0,3,75,75,50,339
2,2,500,0,4,2,0,3,75,75,100,303
2,1,500,0,5,3,0,3,400,600,200,253
2,1,500,0,5,2,0,3,50,0,200,191
2,1,1000,0,4,3,0,3,125,75,25,354
2,2,1000,0,5,2,0,3,150,50,75,197
2,1,1000,0,4,2,0,3,300,0,200,315
2,2,1000,0,4,2,0,3,300,100,50,288
2,2,500,0,4,3,0,3,600,400,600,335
2,1,1000,0,5,3,0,3,200,600,400,249
1,2,500,0,4,1,0,3,125,0,75,407
1,2,1000,0,4,1,0,3,150,0,150,415
2,1,500,0,5,3,0,3,75,75,50,245
1,1,500,1,5,2,0,2,200,600,0,59
2,0,1000,1,4,2,0,2,25,25,0,67
2,0,500,0,4,1,0,3,200,0,150,379
2,1,1000,0,5,3,0,3,150,0,100,258
1,2,500,1,4,2,0,2,100,100,0,42
2,2,1000,0,5,2,0,3,400,200,600,163
2,1,500,0,4,2,0,3,125,25,50,307
1,0,500,0,4,2,0,1,150,0,0,1
2,0,500,1,5,2,0,2,600,600,0,53
2,0,1000,0,3,3,0,2,150,100,0,81
1,2,500,0,4,1,0,2,25,0,15,284
1,2,500,0,4,3,0,2,400,100,0,82
2,0,500,0,5,2,0,3,25,0,100,264
1,2,500,0,3,3,0,2,300,0,0,117
2,1,500,1,3,2,0,2,400,600,0,61
2,2,500,0,5,2,0,3,50,100,200,202
1,1,1000,1,5,2,0,2,200,600,0,59
2,2,1000,0,4,3,0,3,200,200,200,332
2,2,500,0,5,1,0,1,400,400,0,432
1,0,1000,1,4,2,0,2,25,25,0,67
2,2,1000,0,4,2,0,3,125,75,50,289
2,1,1000,0,5,2,0,3,400,100,50,194
2,1,500,0,5,2,0,3,100,50,150,174
2,1,500,1,5,1,0,3,75,0,150,274
2,1,1000,0,5,2,0,3,25,0,150,287
1,1,1000,1,4,2,0,1,400,0,0,420
2,1,1000,0,3,3,0,2,600,400,0,93
2,0,500,0,3,1,0,3,150,0,75,382
2,0,1000,1,3,2,0,2,400,600,0,61
2,1,500,0,3,3,0,2,150,100,0,81
1,1,1000,0,4,1,0,3,400,0,400,413
2,1,500,0,4,2,0,3,200,600,600,311
2,2,1000,0,5,3,0,3,150,100,25,227
1,1,1000,0,5,1,0,3,125,25,125,400
2,2,1000,0,3,3,0,2,200,200,0,85
2,2,1000,0,4,2,0,3,300,0,50,322
1,2,500,1,4,2,0,2,25,15,0,69
2,2,500,0,4,3,0,3,300,0,100,348
1,1,500,1,3,3,0,2,400,0,0,149
1,0,1000,1,4,2,0,1,300,0,0,422
1,1,500,1,5,2,0,2,400,50,0,40
1,1,500,0,5,1,0,1,200,50,0,439
2,0,1000,0,5,1,0,3,75,25,100,263
1,1,500,1,5,2,0,2,400,400,0,52
2,2,500,0,4,3,0,3,400,50,100,334
2,0,500,1,4,3,0,2,100,0,0,158
1,0,500,1,3,2,0,2,600,400,0,64
2,0,1000,0,3,1,0,3,75,0,50,382
2,1,500,0,5,2,0,3,300,0,50,186
1,2,500,0,4,1,0,3,125,0,125,411
2,2,500,0,5,2,0,3,150,0,200,181
2,1,500,0,4,2,0,3,75,100,50,307
1,0,500,1,4,2,0,2,25,20,0,67
2,1,500,1,5,1,0,3,50,0,100,275
2,1,1000,1,5,1,0,3,400,0,200,279
1,1,1000,0,4,1,0,3,75,0,125,410
1,2,1000,0,4,2,0,1,400,0,0,9
2,2,1000,1,5,1,0,3,200,0,150,280
2,1,1000,0,5,2,0,3,75,25,150,192
2,1,500,0,4,3,0,3,100,25,125,360
2,1,500,0,5,3,0,3,400,50,200,253
2,0,1000,0,5,1,0,3,100,25,125,262
2,2,500,1,4,1,0,3,150,0,25,402
2,2,1000,0,5,3,0,3,600,0,600,224
2,1,500,0,4,2,0,3,150,100,150,304
2,2,1000,0,4,2,0,3,150,75,150,293
2,0,1000,1,3,2,0,2,200,400,0,63
2,1,1000,0,4,3,0,3,150,50,150,374
2,1,500,0,4,1,0,2,75,0,25,286
2,1,500,0,4,2,0,3,100,0,75,317
2,0,500,0,5,1,0,3,50,25,50,266
2,1,500,0,4,3,0,3,125,0,25,358
2,2,1000,0,4,2,0,1,400,0,0,9
2,1,1000,0,4,3,0,3,100,75,75,360
2,2,1000,1,4,2,0,2,400,50,0,32
2,2,500,0,5,3,0,3,75,0,75,218
1,2,500,1,4,2,0,2,400,200,0,65
2,0,1000,1,4,2,0,1,300,0,0,422
2,0,500,0,5,1,0,3,150,50,125,262
2,2,1000,1,3,2,0,2,200,100,0,27
1,1,1000,1,5,2,0,2,400,400,0,52
1,2,500,0,5,3,0,2,600,0,0,124
2,2,500,0,5,1,0,1,200,600,0,435
2,1,1000,0,4,3,0,3,50,0,75,365
2,2,500,0,4,3,0,3,150,25,50,341
1,0,1000,0,5,3,0,2,600,600,0,101
2,2,500,0,5,2,0,3,200,0,400,180
2,2,1000,0,5,2,0,3,100,0,75,187
2,1,500,1,3,2,0,2,200,400,0,63
2,2,1000,0,5,3,0,3,75,25,125,233
2,2,1000,0,5,3,0,3,125,0,25,230
2,1,500,0,5,2,0,1,150,0,0,18
2,2,500,0,4,2,0,3,300,100,200,296
2,1,500,1,5,2,0,2,400,50,0,40
2,1,500,0,4,2,0,3,200,0,200,319
2,1,500,0,5,1,0,1,200,50,0,439
2,2,1000,1,5,1,0,3,125,0,150,274
2,2,1000,0,5,3,0,3,125,75,50,206
2,1,1000,0,4,3,0,3,50,0,125,365
1,1,1000,0,4,2,0,1,150,0,0,1
2,2,1000,0,4,2,0,3,300,50,200,296
2,2,500,0,5,2,0,3,25,25,125,287
2,0,500,0,4,1,0,3,100,0,75,378
1,0,1000,0,3,3,0,2,200,200,0,85
1,2,1000,1,3,2,0,2,400,600,0,61
2,2,1000,0,3,2,0,1,200,0,0,4
2,1,500,0,5,3,0,3,125,25,50,240
2,2,500,0,5,3,0,3,25,0,150,235
1,2,1000,0,3,3,0,2,150,100,0,81
1,1,500,0,4,1,0,3,75,0,75,407
1,0,500,1,5,2,0,2,100,100,0,44
1,0,500,1,4,2,0,1,400,0,0,420
1,1,1000,0,5,1,0,2,75,0,25,392
1,1,500,1,3,2,0,2,300,100,0,26
2,2,1000,0,4,3,0,3,100,100,25,356
2,2,1000,0,5,3,0,3,75,0,25,230
2,0,500,0,3,3,0,2,200,100,0,70
2,2,500,0,4,2,0,3,125,50,150,297
2,1,500,0,4,2,0,3,150,50,150,304
2,1,1000,0,5,3,0,2,400,200,0,99
2,0,500,0,3,1,0,3,25,0,75,384
